"Notes"	"Year"	"Year Code"	"State of Residence"	"State of Residence Code"	Births
	"2020"	"2020"	"Indiana"	"18"	5982
	"2020"	"2020"	"Iowa"	"19"	2690
	"2020"	"2020"	"Kansas"	"20"	2630
	"2020"	"2020"	"Kentucky"	"21"	4622
	"2020"	"2020"	"Louisiana"	"22"	5158
	"2020"	"2020"	"Maine"	"23"	957
	"2020"	"2020"	"Maryland"	"24"	6542
	"2020"	"2020"	"Massachusetts"	"25"	6675
	"2020"	"2020"	"Michigan"	"26"	9173
	"2020"	"2020"	"Minnesota"	"27"	4786
	"2020"	"2020"	"Mississippi"	"28"	3408
	"2020"	"2020"	"Missouri"	"29"	4957
	"2020"	"2020"	"Montana"	"30"	755
	"2020"	"2020"	"Nebraska"	"31"	1495
	"2020"	"2020"	"Nevada"	"32"	2994
	"2020"	"2020"	"New Hampshire"	"33"	1185
	"2020"	"2020"	"New Jersey"	"34"	8795
	"2020"	"2020"	"New Mexico"	"35"	1508
	"2020"	"2020"	"New York"	"36"	20768
	"2020"	"2020"	"North Carolina"	"37"	9332
	"2020"	"2020"	"North Dakota"	"38"	623
	"2020"	"2020"	"Ohio"	"39"	10836
	"2020"	"2020"	"Oklahoma"	"40"	3387
	"2020"	"2020"	"Oregon"	"41"	3493
	"2020"	"2020"	"Pennsylvania"	"42"	10931
	"2020"	"2020"	"Rhode Island"	"44"	1077
	"2020"	"2020"	"South Carolina"	"45"	5000
	"2020"	"2020"	"South Dakota"	"46"	628
	"2020"	"2020"	"Tennessee"	"47"	6764
	"2020"	"2020"	"Texas"	"48"	34281
	"2020"	"2020"	"Utah"	"49"	2666
	"2020"	"2020"	"Vermont"	"50"	417
	"2020"	"2020"	"Virginia"	"51"	8610
	"2020"	"2020"	"Washington"	"53"	6763
	"2020"	"2020"	"West Virginia"	"54"	1498
	"2020"	"2020"	"Wisconsin"	"55"	4051
	"2020"	"2020"	"Wyoming"	"56"	351
	"2021"	"2021"	"Alabama"	"01"	5591
	"2021"	"2021"	"Alaska"	"02"	562
	"2021"	"2021"	"Arizona"	"04"	5822
	"2021"	"2021"	"Arkansas"	"05"	3177
	"2021"	"2021"	"California"	"06"	35721
	"2021"	"2021"	"Colorado"	"08"	5038
	"2021"	"2021"	"Connecticut"	"09"	3575
	"2021"	"2021"	"Delaware"	"10"	914
	"2021"	"2021"	"District of Columbia"	"11"	937
	"2021"	"2021"	"Florida"	"12"	21227
	"2021"	"2021"	"Georgia"	"13"	11908
	"2021"	"2021"	"Hawaii"	"15"	1147
	"2021"	"2021"	"Idaho"	"16"	1325
	"2021"	"2021"	"Illinois"	"17"	10717
	"2021"	"2021"	"Indiana"	"18"	6018
	"2021"	"2021"	"Iowa"	"19"	2597
	"2021"	"2021"	"Kansas"	"20"	2537
	"2021"	"2021"	"Kentucky"	"21"	4460
	"2021"	"2021"	"Louisiana"	"22"	5231
	"2021"	"2021"	"Maine"	"23"	1052
	"2021"	"2021"	"Maryland"	"24"	6550
	"2021"	"2021"	"Massachusetts"	"25"	6610
	"2021"	"2021"	"Michigan"	"26"	9273
	"2021"	"2021"	"Minnesota"	"27"	4940
	"2021"	"2021"	"Mississippi"	"28"	3368
	"2021"	"2021"	"Missouri"	"29"	5164
	"2021"	"2021"	"Montana"	"30"	826
	"2021"	"2021"	"Nebraska"	"31"	1588
	"2021"	"2021"	"Nevada"	"32"	2877
	"2021"	"2021"	"New Hampshire"	"33"	1325
	"2021"	"2021"	"New Jersey"	"34"	8865
	"2021"	"2021"	"New Mexico"	"35"	1575
	"2021"	"2021"	"New York"	"36"	21347
	"2021"	"2021"	"North Carolina"	"37"	9780
	"2021"	"2021"	"North Dakota"	"38"	603
	"2021"	"2021"	"Ohio"	"39"	10653
	"2021"	"2021"	"Oklahoma"	"40"	3612
	"2021"	"2021"	"Oregon"	"41"	3557
	"2021"	"2021"	"Pennsylvania"	"42"	10823
	"2021"	"2021"	"Rhode Island"	"44"	1097
	"2021"	"2021"	"South Carolina"	"45"	5101
	"2021"	"2021"	"South Dakota"	"46"	588
	"2021"	"2021"	"Tennessee"	"47"	7293
	"2021"	"2021"	"Texas"	"48"	34610
	"2021"	"2021"	"Utah"	"49"	2723
	"2021"	"2021"	"Vermont"	"50"	440
	"2021"	"2021"	"Virginia"	"51"	8649
	"2021"	"2021"	"Washington"	"53"	6670
	"2021"	"2021"	"West Virginia"	"54"	1475
	"2021"	"2021"	"Wisconsin"	"55"	4418
	"2021"	"2021"	"Wyoming"	"56"	393
"---"
"Dataset: Natality, 2016-2021 expanded"
"Query Parameters:"
"Delivery Method Expanded: Primary C-section; Repeat C-section; C-section (unknown if previous c-section)"
"Fetal Presentation: Cephalic"
"Final Route and Delivery Method: Cesarean"
"Live Birth Order: 1"
"OE Gestational Age Recode 11: 37-38 weeks; 39 weeks; 40 weeks; 41 weeks; 42 weeks or more"
"Plurality: Single"
"Group By: Year; State of Residence"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Natality-expanded.html for more information."
"---"
"Query Date: Mar 6, 2023 12:02:03 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2021, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Mar 6, 2023 12:02:03 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
